Date,Title,Categories,Lyrics,Tag
,,English Lyrics,"<h2 style=""text-align: center;""></h2> <BR><BR><BR><p style=""text-align: center;"">[Intro]<BR>Love you like a brother<BR><BR>Treat you like a friend<BR>Respect you like a lover<BR><BR>[Refrain]<BR>Oh-ooh-oh, oh-ooh-oh, oh-ooh-oh (You could bet that, never gotta sweat that)<BR>Oh-ooh-oh, oh-ooh-oh, oh (You could bet that, never gotta sweat that)<BR>Yeah, yeah, yeah (You could bet that, never gotta sweat that)<BR>(You could bet that, never gotta sweat that) Yeah<BR><BR>Ken Carson 'Freestyle 2' Official Lyrics & Meaning | Verified<BR>[Verse 1]<BR>If you be the cash, I'll be the rubber band<BR>You be the match, I will be a fuse, boom!<BR><BR>Painter, baby, you could be the muse<BR>I'm the reporter, baby, you could be the news<BR>'Cause you're the cigarette and I'm the smoker<BR>We raise a bet 'cause you're the joker<BR>Checked off, you are the chalk<BR>And I could be the blackboard, you can be the talk<BR>And I can be the walk, yeah-eah<BR><BR>[Chorus]<BR>Even when the sky comes fallin'<BR>Even when the sun don't shine<BR>I got faith in you and I<BR>So put your pretty little hand in mine<BR><BR>Even when we're down to the wire, babe<BR>Even when it's do or die<BR>We could do it, baby, simple and plain<BR>'Cause this love is a sure thing, yeah<BR><BR><BR>[Refrain]<BR>(You could bet that, never gotta sweat that) Oh yeah, yeah<BR>(You could bet that, never gotta sweat that)<BR>(You could bet that, never gotta sweat that)<BR>(You could bet that, never gotta sweat that)[Verse 2]<BR>You could be the lover, I'd be the fighter, babe<BR>If I'm the blunt (Uh), you could be the lighter, babe, fire it up!<BR>Writer, baby, you could be the quote, yeah (Uh)<BR>If I'm the lyric, baby, you could be the note (Uh), record that!<BR>Saint, I'm a sinner, prize, I'm a winner<BR>And it's you,<BR> what did I do to deserve that?<BR>Paper, baby, I'll be the pen<BR>Say that I'm the one 'cause you are a ten<BR>Real and not pretend<BR><BR>[Chorus]<BR>Even when the sky comes fallin' (Yeah, yeah, yeah, yeah, yeah, yeah)<BR>Even when the sun don't shine<BR>I got faith in you and I<BR>So put your pretty little hand in mine<BR>(You could bet that, never gotta sweat that) Even when we're down to the wire, babe<BR>(You could bet that, never gotta sweat that) Even when it's do or die<BR>(You could bet that, never gotta sweat that) We could do it, baby, simple and plain<BR>(You could bet that, never gotta sweat that) 'Cause this love is a sure thing, yeah<BR><BR>[Bridge]<BR>Uh, now rock with me, babe<BR>And let me hold you in my arms, talk with me, babe, yeah-yeah<BR>Uh, now rock with me, babe<BR>And let me hold you in my arms, talk with me, babe, yeah-yeah<BR>This love between you and I is simple as pie, baby<BR>It's such a sure thing, it's such a sure thing<BR>Oh, it's such a sure thing, yeah, yeah, yeah, yeah (It's such a sure thing)[Chorus]<BR>(You could bet that, never gotta sweat that) Even when the sky comes fallin' (Yeah)<BR>(You could bet that, never gotta sweat that) Even when the sun don't shine<BR>(You could bet that, never gotta sweat that) I got faith in you and I<BR>(You could bet that, never gotta sweat that) So put your pretty little hand in mine<BR>(You could bet that, never gotta sweat that) Even when we're down to the wire, babe<BR>(You could bet that, never gotta sweat that) Even when it's do or die<BR>(You could bet that, never gotta sweat that) We could do it, baby, simple and plain<BR>(You could bet that, never gotta sweat that) 'Cause this love is a sure thing<BR><BR>[Outro]<BR>(You could bet that, never gotta sweat that) Love you like a brother<BR>(You could bet that, never gotta sweat that) Treat you like a friend<BR>(You could bet that, never gotta sweat that) Respect you like a lover<BR>(You could bet that, never gotta sweat that) Oh-ooh-oh, oh-ooh-oh, oh-ooh-oh</p><BR><BR><BR><BR><blockquote>Produced By:Happy Perez</blockquote>",",R&B,TikTok,Alternative R&B,Soul,Soul Pop"
,,English Lyrics,"<h2 style=""text-align: center;""></h2> <BR><BR><BR><p style=""text-align: center;"">[Chorus]<BR>Lift me up<BR>Hold me down<BR>Keep me close<BR>Safe and sound<BR><BR>[Verse 1]<BR>Burning in a hopeless dream<BR>Hold me when you go to sleep<BR>Keep me in the warmth of your love<BR>When you depart, keep me safe<BR>Safe and sound<BR><BR>Ken Carson 'Freestyle 2' Official Lyrics & Meaning | Verified<BR>[Chorus]<BR>Lift me up<BR>Hold me down<BR>Keep me close<BR>Safe and sound<BR><BR>[Verse 2]<BR>Drowning in an endless sea<BR>Take some time and stay with me<BR>Keep me in the strength of your arms<BR>Keep me safe<BR>Safe and sound<BR><BR>[Chorus]<BR>Lift me up<BR>Hold me down<BR>Keep me safe<BR>Safe and sound<BR><BR>[Verse 3]<BR>Burning in a hopeless dream<BR>Hold me when you go to sleep<BR>Keep me safe<BR>We need light, we need love<BR><BR>[Chorus]<BR>(Lift me up) Lift me up in your arms<BR>(Hold me down) I need love, I need love, I need love<BR>(Keep me close) Hold me, hold me<BR>(Safe and sound) Hold me, hold me, hold me, hold me<BR>(Lift me up) Hold me, hold me, hold me, hold me<BR>(Hold me down) Hold me, hold me<BR>(Keep me safe) We need light, we need love</p><BR><BR><BR><BR><blockquote>Produced By:Ludwig Göransson</blockquote>",",R&B,Pop,Chamber Folk,Piano,Folk Pop,Memorial,Soul Pop,Marvel,Soundtrack,Ballad"
,,English Lyrics,"<h2 style=""text-align: center;""></h2> <BR><BR><BR><p style=""text-align: center;"">[Verse 1]<BR>We were good, we were gold<BR>Kinda dream that can't be sold<BR>We were right 'til we weren't<BR><BR>Built a home and watched it burn<BR><BR><BR>[Pre-Chorus]<BR>Mm, I didn't wanna leave you, I didn't wanna lie<BR>Started to cry, but then remembered I<BR><BR><BR>[Chorus]<BR>I can buy myself flowers<BR>Write my name in the sand<BR>Talk to myself for hours<BR>Say things you don't understand<BR>I can take myself dancing<BR>And I can hold my own hand<BR><BR>Yeah, I can love me better than you can<BR><BR><BR>Ken Carson 'Freestyle 2' Official Lyrics & Meaning | Verified<BR>[Post-Chorus]<BR>Can love me better, I can love me better, baby<BR>Can love me better, I can love me better, baby<BR><BR><BR>[Verse 2]<BR>Paint my nails cherry-red<BR>Match the roses that you left<BR>No remorse, no regret<BR>I forgive every word you said<BR><BR><BR>[Pre-Chorus]<BR>Ooh, I didn't wanna leave you, baby, I didn't wanna fight<BR>Started to cry, but then remembered I<BR><BR><BR>[Chorus]<BR>I can buy myself flowers<BR>Write my name in the sand<BR>Talk to myself for hours, yeah<BR>Say things you don't understand<BR>I can take myself dancing, yeah<BR>I can hold my own hand<BR><BR>Yeah, I can love me better than you can<BR><BR><BR>[Post-Chorus]<BR>Can love me better, I can love me better, baby<BR>Can love me better, I can love me better, baby<BR>Can love me better, I can love me better, baby<BR>Can love me better, I (Ooh, I)[Bridge]<BR>I didn't wanna leave you, I didn't wanna fight<BR>Started to cry, but then remembered I<BR><BR><BR>[Chorus]<BR>I can buy myself flowers (Uh-huh)<BR>Write my name in the sand<BR>Talk to myself for hours (Yeah)<BR>Say things you don't understand (Better than you)<BR>I can take myself dancing, yeah<BR>I can hold my own hand<BR><BR>Yeah, I can love me better than<BR>Yeah, I can love me better than you can<BR><BR><BR>[Post-Chorus]<BR>Can love me better, I can love me better, baby (Uh)<BR>Can love me better, I can love me better, baby (Than you can)<BR>Can love me better, I can love me better, baby<BR>Can love me better, I</p><BR><BR><BR><BR><blockquote>Produced By:Kid Harpoon & Tyler Johnson</blockquote>",",Pop,Funk-Pop,Dance Rock,Pop-Rock,Nu Disco,Dance-Pop,Dance"
,,English Lyrics,"<h2 style=""text-align: center;""></h2> <BR><BR><BR><p style=""text-align: center;"">[Produced by The-Dream and Tricky Stewart]<BR><BR><BR>[Intro: Justin Bieber]<BR>Oh, woah-oh-oh-oh-oh<BR>Oh, woah-oh-oh-oh, oh<BR>Oh, woah, oh-oh-oh, oh, oh-oh, oh, oh-oh, oh<BR><BR>[Verse 1: Justin Bieber & Ludacris]<BR>You know you love me, I know you care (Yo, uh-huh)<BR>Just shout whenever and I'll be there (Yo, uh-huh)<BR>You are my love, you are my heart (Yo, uh-huh)<BR>And we will never, ever, ever be apart (Yo, uh-huh)<BR><BR>Are we an item? Girl, quit playin' (Yo, uh-huh)<BR>We're just friends, what are you sayin'? (Yo, uh-huh)<BR>Said, ""There's another"" and looked right in my eyes (Yo, uh-huh)<BR>My first love broke my heart for the first time, and I was like (Yo, uh-huh)<BR><BR>Ken Carson 'Freestyle 2' Official Lyrics & Meaning | Verified<BR>[Chorus: Justin Bieber]<BR>Baby, baby, baby, oh<BR>Like baby, baby, baby, no<BR>Like baby, baby, baby, oh<BR>Thought you'd always be mine, mine<BR>Baby, baby, baby, oh<BR>Like baby, baby, baby, no<BR>Like baby, baby, baby, oh<BR>Thought you'd always be mine, mine<BR><BR>[Verse 2: Justin Bieber & Ludacris]<BR>Oh, for you, I would've done whatever (Yo, uh-huh)<BR>And I just can't believe we ain't together (Yo, uh-huh)<BR>And I wanna play it cool, but I'm losin' you (Yo, uh-huh)<BR>I'll buy you anything, I'll buy you any ring (Yo, uh-huh)<BR>And I'm in pieces, baby, fix me (Yo, uh-huh)<BR>And just shake me till you wake me from this bad dream (Yo, uh-huh)<BR>I'm goin' down, down, down, down (Yo, uh-huh)<BR>And I just can't believe my first love won't be around, and I'm like<BR><BR>[Chorus: Justin Bieber]<BR>Baby, baby, baby, oh<BR>Like baby, baby, baby, no<BR>Like baby, baby, baby, oh<BR>Thought you'd always be mine, mine<BR>Baby, baby, baby, oh<BR>Like baby, baby, baby, no<BR>Like baby, baby, baby, oh<BR>Thought you'd always be mine, mine[Verse 3: Ludacris]<BR>(Luda) When I was thirteen, I had my first love<BR>There was nobody that compared to my baby, and nobody came between us nor could ever come above<BR>She had me goin' crazy, oh, I was starstruck<BR><BR>She woke me up daily, don't need no Starbucks (Woo)<BR><BR>She made my heart pound, and skip a beat when I see her in the street and<BR>At school on the playground, but I really wanna see her on the weekend<BR>She knows she got me dazing 'cause she was so amazin'<BR>And now my heart is breakin', but I just keep on sayin'<BR><BR>[Chorus: Justin Bieber]<BR>Baby, baby, baby, oh<BR>Like baby, baby, baby, no<BR>Like baby, baby, baby, oh<BR>Thought you'd always be mine, mine<BR>Baby, baby, baby, oh<BR>Like baby, baby, baby, no<BR>Like baby, baby, baby, oh<BR>Thought you'd always be mine, mine<BR><BR>[Outro: Justin Bieber]<BR>I'm gone (Yeah-yeah-yeah, yeah-yeah-yeah)<BR>Now I'm all gone (Yeah-yeah-yeah, yeah-yeah-yeah)<BR>Now I'm all gone (Yeah-yeah-yeah, yeah-yeah-yeah)<BR>Now I'm all gone (Gone, gone, gone, gone), I'm gone</p><BR><BR><BR><BR><blockquote>Featuring:Ludacris</blockquote>",",R&B,Rap,Pop,Contemporary R&B,Pop Rap,Teen Pop,Bubblegum Pop,Memes,Dance-Pop,Dance,Electronic,Electro-Pop,Canada"
,,English Lyrics,"<h2 style=""text-align: center;""></h2> <BR><BR><BR><p style=""text-align: center;"">[Intro: Polo G]<BR>Uh, uh-uh, uh, uh<BR>Uh, uh-uh, uh<BR><BR>[Chorus: Polo G]<BR>Uh, I know you waitin'<BR>Gettin' fed up, you runnin' out of patience<BR>Just keep your head up, I told you we would make it<BR>Can't give my meds up, I see too many faces, uh<BR>In them foreigns racin'<BR>Best make it count, make sure it's no time wasted<BR>I beat the trenches for my team, that was a great win<BR>Lose when you gave it everything, that's hard to take in (Uh-uh-uh)<BR><BR>Ken Carson 'Freestyle 2' Official Lyrics & Meaning | Verified<BR>[Verse 1: Polo G]<BR>Ayy, look, I do this shit for all my guys that got put under<BR>Fifty shots, I'm a drummer, them guns spit thunder<BR>One shot and he dead, call that bitch the one-hit wonder<BR>No, we don't aim for legs, tryna make it hot all summer<BR>As a small kid, I used to want an H2 Hummer<BR>My uncle did a bid, they could've gave him football numbers<BR>I went from Mandrake daily tryna work on my jumper<BR>Now it's gang-gang, we stay on top of shit like a plunger, uh<BR>Old heads can't trick us, drop rakes and we flick up<BR>Blow his face, get zipped up, ambulance pick up<BR>Uh, red cups full of liquor, let lead bust for my niggas<BR>Come through and tear it up with them blickers, I really fed all of my killers<BR><BR>[Chorus: Polo G]<BR>Uh, I know you waitin'<BR>Gettin' fed up, you runnin' out of patience<BR>Just keep your head up, I told you we would make it<BR>Can't give my meds up, I see too many faces, uh<BR>In them foreigns racin'<BR>Best make it count, make sure it's no time wasted<BR>I beat the trenches for my team, that was a great win<BR>Lose when you gave it everything, that's hard to take in (Uh-uh-uh)<BR><BR>[Verse 2: Future]<BR>Ayy, I'm gettin' fast money 'cause I ain't got no patience<BR>I'm with my team 'cause they cook niggas like bacon<BR>I did my thing trappin' out the spot, it was vacant<BR>Lil' nigga in jail stabbin' shit up like he Jason, uh, uh, uh<BR><BR>Run in a Porsche with some horses like I'm racin'<BR>Bitch so bad look photoshopped when she naked<BR>Made it out the jungle where they scorchin' and blazin'<BR><BR>My dog get money and I get money, it's contagious<BR>Went from a trapper to livin' like a popstar<BR>I done got so rich I'm feedin' my lil' kids caviar<BR><BR>My bitch don't want for shit, she get whatever she want<BR>My shooter walk you down, stand over you, make sure it's done[Chorus: Polo G]<BR>Uh, I know you waitin'<BR>Gettin' fed up, you runnin' out of patience<BR>Just keep your head up, I told you we would make it<BR>Can't give my meds up, I see too many faces, uh<BR>In them foreigns racin'<BR>Best make it count, make sure it's no time wasted<BR>I beat the trenches for my team, that was a great win<BR>Lose when you gave it everything, that's hard to take in (Uh-uh-uh)</p><BR><BR><BR><BR><blockquote>Featuring:Future</blockquote>",",Rap,Atlanta Rap,Chicago Rap,Trap"
,,English Lyrics,"<h2 style=""text-align: center;""></h2> <BR><BR><BR><p style=""text-align: center;"">[Intro: Norma Rowe]<BR>When you do your best you ca—, I done told you<BR>When you do your best, hell, that's all you can do<BR>You and me and anybody else<BR>So to hell with all that talk'<BR><BR><BR>[Verse 1: SZA]<BR>Runnin' away from where I'm from<BR>Never can stay with no one<BR><BR>Lovin' you almost feels like something<BR>When no one's around me<BR>You lost and found me<BR>I was surrounded<BR>With open, open, open<BR><BR>Ken Carson 'Freestyle 2' Official Lyrics & Meaning | Verified<BR>[Chorus: SZA]<BR>Open arms<BR>Open arms<BR>You keep me open, I'm so devoted<BR>You keep me open<BR>Open arms<BR>I'm so devoted to you, to you, to you<BR><BR>[Verse 2: SZA]<BR>Spent your life bein' hopeless<BR>Chokin' on insecurity<BR>I know all this is bad<BR>But please put a leash on me anyway<BR>Who needs self-esteem anyway?<BR>I hate myself to make you stay<BR>Push me away, I'll be right here<BR>With open, open, open<BR><BR>[Chorus: SZA]<BR>Open arms<BR>Open arms<BR>You keep me open, I'm so devoted<BR>You keep me open<BR>Open arms<BR>I'm so devoted to you, to you, to you[Verse 3: SZA]<BR><BR>Went through your phone again, I feel pathetic<BR>Leave me alone, I can't take another lie<BR>I don't wanna hear you tryin'<BR>I just spent the whole night cryin'<BR>I'd rather just fuck on my ex again<BR><BR>At least he still loves me for who I am<BR>Ain't no changin' me, oh, there ain't no changin' me<BR>You been just ashamed of me<BR><BR><BR>[Outro: SZA]<BR><BR>I guess I gotta go (Ooh)<BR><BR>I guess it's time to go<BR>I gotta let you go<BR>Gotta let you go, gotta let you go<BR>I gotta let you go, I must<BR>You're the only one that's holdin' me down (Ooh)<BR>You're the only one holdin' me down (Only one)<BR>'Cause I'm the only one that's holdin' me down</p><BR><BR><BR><BR><blockquote>Produced By:Michael Uzowuru, Teo Halm & Rob Bisel</blockquote>",",R&B"
,,English Lyrics,"<h2 style=""text-align: center;""></h2> <BR><BR><BR><p style=""text-align: center;"">[Intro: Sam Smith & Kim Petras]<BR>Mummy don't know Daddy's getting hot<BR>At the Body Shop<BR><BR>Doing something unholy<BR><BR>He like it, like it, yeah (Ooh)<BR>He like it, like it, yeah (Yeah, yeah)<BR>He like it, like it, yeah (Uh)<BR>He like it, like it, yeah<BR><BR>[Verse 1: Sam Smith]<BR>A lucky, lucky girl<BR>She got married to a boy like you<BR>She'd kick you out if she ever, ever knew<BR>'Bout all the **** you tell me that you do<BR>Dirty, dirty boy<BR>You know everyone is talkin' on the scene<BR>I hear them whisperin' 'bout the places that you've been<BR>And how you don't know how to keep your business clean<BR><BR>Ken Carson 'Freestyle 2' Official Lyrics & Meaning | Verified<BR>[Chorus: Sam Smith & Kim Petras]<BR>Mummy don't know Daddy's getting hot<BR>At the Body Shop<BR><BR>Doin' something unholy<BR><BR>He's sat back while she's droppin' it<BR>She be poppin' it<BR>Yeah, she put it down slowly<BR>Oh-ee-oh-ee-oh, he left his kids at<BR>Ho-ee-oh-ee-ome so he can get that<BR>Mummy don't know Daddy's getting hot<BR>At the Body Shop<BR><BR>Doin' something unholy (Woo)<BR><BR><BR>[Verse 2: Kim Petras]<BR>Mm, daddy, daddy, if you want it, drop the addy (Yeah, yeah)<BR><BR>Give me love, give me Fendi, my Balenciaga daddy<BR>You gon' need to bag it up 'cause I'm spendin' on Rodeo (Woo)<BR>You can watch me back it up, I'll be gone in the A.M. (Yeah)<BR>And he, he get me Prada, get me Miu Miu like Rihanna (Ah)<BR><BR>He always call me 'cause I never cause no drama (Drama)<BR>And when you want it, baby, I know I got you covered (Yeah, yeah)<BR>And when you need it, baby, just jump under the covers (Yeah)<BR><BR>[Chorus: Sam Smith, Kim Petras & Both]<BR>Mummy don't know Daddy's getting hot (Hot)<BR>At the Body Shop (Shop)<BR><BR>Doin' something unholy<BR><BR>He's sat back while she's droppin' it (She)<BR>She be poppin' it (She)<BR>Yeah, she put it down slowly<BR>Oh-ee-oh-ee-oh, he left his kids at<BR>Ho-ee-oh-ee-ome so he can get that<BR>Mummy don't know Daddy's getting hot (Unholy)<BR>At the Body Shop (Ah)<BR><BR>Doin' something unholy (Unholy)[Outro: Sam Smith & Kim Petras]<BR>Oh-oh, oh-ee-oh-ee, ee-oh (Unholy)<BR>Oh-oh, oh-ee-oh-ee, ee-oh (Unholy)<BR><BR>Oh-oh, oh-ee-oh-ee, ee-oh (Yeah, yeah)<BR>Oh-oh, oh-ee-oh-ee, ee-oh</p><BR><BR><BR><BR><blockquote>Produced By:Blake Slatkin, Cirkut, ILYA, Jimmy Napes, Omer Fedi & Sam Smith</blockquote>",",R&B,Pop,UK Pop,Electronic,TikTok,Dark Pop,Electro-Industrial,LGBTQ+,Alternative Pop,Alternative,Deutschland,UK,Alternative R&B,Dance-Pop"
,,English Lyrics,"<h2 style=""text-align: center;""></h2> <BR><BR><BR><p style=""text-align: center;"">[Verse 1]<BR>25 years and my life is still<BR>Tryin' to get up that great big hill of hope<BR>For a destination<BR><BR>I realized quickly when I knew I should<BR>That the world was made up of this brotherhood of man<BR><BR>For whatever that means<BR><BR><BR>[Pre-Chorus]<BR>And so I cry sometimes when I'm lying in bed<BR>Just to get it all out what's in my head<BR>And I, I am feeling a little peculiar<BR>And so I wake in the morning and I step outside<BR>And I take a deep breath and I get real high<BR>And I scream from the top of my lungs<BR>""What's going on?""<BR><BR><BR>Ken Carson 'Freestyle 2' Official Lyrics & Meaning | Verified<BR>[Chorus]<BR>And I say, hey-ey-ey<BR>Hey-ey-ey<BR>I said ""Hey, a-what's going on?""<BR>And I say, hey-ey-ey<BR>Hey-ey-ey<BR>I said ""Hey, a-what's going on?""<BR><BR><BR>[Bridge]<BR>Ooh, ooh<BR>Ooh<BR>Ooh, uh huh<BR>Ooh, ooh<BR>Ooh<BR>Ooh, uh huh<BR><BR>[Verse 2]<BR>And I try<BR>Oh my God, do I try<BR>I try all the time<BR>In this institution<BR><BR>And I pray<BR>Oh my God, do I pray<BR>I pray every single day<BR>For revolution[Pre-Chorus]<BR>And so I cry sometimes when I'm lying in bed<BR>Just to get it all out, what's in my head<BR>And I, I am feeling a little peculiar<BR>And so I wake in the morning and I step outside<BR>And I take a deep breath and I get real high<BR>And I scream from the top of my lungs<BR>""What's going on?""<BR><BR><BR>[Chorus]<BR>And I say, hey-ey-ey<BR>Hey-ey-ey<BR>I said ""Hey, what's going on?""<BR>And I say, hey-ey-ey<BR>Hey-ey-ey<BR>I said ""Hey, a-what's going on?""<BR>And I say, hey-ey-ey<BR><BR>(Wake in the morning and step outside)<BR>Hey-ey-ey<BR><BR>(Take a deep breath and I get real high)<BR>(And I scream)<BR>I said ""Hey, a-what's going on?""<BR>And I say, hey-ey-ey<BR><BR>(Wake in the morning and step outside)<BR>Hey-ey, yeah yeah yeah<BR><BR>(Take a deep breath and I get real high)<BR>(And I scream)<BR>I said ""Hey, a-what's going on?""[Bridge]<BR>Ooh, ooh<BR>Ooh<BR>Ooh, uh huh<BR><BR>[Outro]<BR>25 years and my life is still<BR>Tryin' to get up that great big hill of hope<BR>For a destination, mmm</p><BR><BR><BR><BR><blockquote>Produced By:David Tickle</blockquote>",",Rock,Nineties,Pop-Rock,Alternative Rock"
,,English Lyrics,"<h2 style=""text-align: center;""></h2> <BR><BR><BR><p style=""text-align: center;"">[Verse 1]<BR>And now, the end is near<BR>And so I face the final curtain<BR><BR>My friend, I'll say it clear<BR>I'll state my case, of which I'm certain<BR>I've lived a life that's full<BR><BR>I traveled each and every highway<BR>And more, much more than this<BR>I did it my way<BR><BR>[Verse 2]<BR>Regrets, I've had a few<BR>But then again, too few to mention<BR><BR>I did what I had to do<BR>And saw it through without exemption<BR>I planned each charted course<BR>Each careful step along the byway<BR>And more, much more than this<BR>I did it my way<BR><BR>Ken Carson 'Freestyle 2' Official Lyrics & Meaning | Verified<BR>[Chorus]<BR>Yes, there were times, I'm sure you knew<BR>When I bit off more than I could chew<BR>But through it all, when there was doubt<BR>I ate it up and spit it out<BR>I faced it all, and I stood tall<BR>And did it my way<BR><BR><BR>[Verse 3]<BR>I've loved, I've laughed and cried<BR>I've had my fill, my share of losing<BR>And now, as tears subside<BR>I find it all so amusing<BR><BR>To think I did all that<BR>And may I say, not in a shy way<BR>Oh, no, oh, no, not me<BR>I did it my way<BR><BR>[Chorus]<BR>For what is a man, what has he got?<BR>If not himself, then he has naught<BR><BR>To say the things he truly feels<BR>And not the words of one who kneels<BR><BR>The record shows I took the blows<BR>And did it my way[Outro]<BR>Yes, it was my way</p><BR><BR><BR><BR><blockquote>Produced By:Sonny Burke</blockquote>",",Pop,Soundtrack,Sixties,Netflix,Jazz,Traditional"
,,English Lyrics,"<h2 style=""text-align: center;""></h2> <BR><BR><BR><p style=""text-align: center;"">[Intro]<BR>Mm-mm<BR><BR>[Verse 1]<BR>Sino bang papalit sa isang walang katulad?<BR>Oh-oh, hanap-hanap ka<BR>Kahit andito ka na nga, mm-mm<BR>Napapamahal sa'yo at 'pag kasama<BR>Ka sa bawat pagpikit<BR>Sumasarap ang pag-ibig (Giliw ko, giliw ko)<BR>Sana ay pansinin mo<BR><BR>Ken Carson 'Freestyle 2' Official Lyrics & Meaning | Verified<BR>[Pre-Chorus]<BR>Oh, ninanais kong dinadasal<BR>Na nagpapaalala sa'kin<BR>Kung paano ba magmahal<BR><BR>[Chorus]<BR>Sanay na sanay na sa'yo lang humihimlay (Himlay)<BR>Nagpapatangay lang sa'ting kasalukuyan<BR>Pasabay sa'yong mga pangarap<BR>Sa'kin na lang ang 'yong mga yakap<BR>Woah-oh-oh, hmm-hmm<BR><BR>[Verse 2]<BR>Oh-oh, paraan dumaan naman dito sa aking isip<BR>At nang malapitan ko na<BR>Ohh, kahit na ubusin pa natin ang araw sa ligaw-tingin<BR>Ikaw at ikaw ang pipiliin<BR><BR>[Pre-Chorus]<BR>Oh, ninanais kong dinadasal<BR>Na nagpapaalala sa'kin<BR>Kung paano ba magmahal<BR><BR>[Chorus]<BR>Oh, sanay na sanay na sa'yo humihimlay, at<BR>Pumalibot sa akin ang salita mo sa hangin, at<BR>Nagpapatangay lang sa'ting kasalukuyan<BR>Pasabay sa'yong mga pangarap<BR>Akin na lang ang 'yong mga yakap<BR>Woah-woah, woah-oh, woah-ooh[Bridge]<BR>Kay tagal ko nang hangarin<BR>Na ikaw ay mapalapit sa'kin<BR>Natutuliro kakaisip sa'yo<BR>Mahal na yata kita<BR><BR>[Outro]<BR>Madame, ikaw ang ninanais ko na makasama magdamagan<BR>Madame, nagugulat ka pa ba sa salamin? (Salamin)</p><BR><BR><BR><BR><blockquote>Produced By:Arthur Nery, Axel Fernandez & Su Ganade</blockquote>",",R&B,Ballad,Piano,Jazz,Lo-Fi,Soul,Filipino"
,,English Lyrics,"<h2 style=""text-align: center;""></h2> <BR><BR><BR><p style=""text-align: center;"">[Intro]<BR>Yeah<BR>Yeah<BR>Yeah<BR><BR>[Chorus]<BR>Me and my bitch, we be off them drugs<BR>We match everything, yeah, 'cause we in love<BR>I fucked your bitch, huh, 'cause you a scrub<BR>And you not gang, you a lame, you a dub<BR><BR>I kicked that lil' bitch off my roster, huh-huh, I need a sub<BR>They stealin' my swag and they follow, yeah-yeah, these niggas suck<BR><BR>On a dark day-ay, I need ya'<BR>When we part ways, ayy, I need ya'<BR><BR>Ayy, yeah, I need you<BR><BR>Ken Carson 'Freestyle 2' Official Lyrics & Meaning | Verified<BR>[Verse]<BR>Like oxygen, without you, baby girl, I can't breathe<BR><BR>I been showin' off my pain lately, I tatted up my sleeve, yeah<BR>Balenciaga my jeans, yeah<BR>Rick Owens still on my tee, yeah<BR><BR>SRT, a red key, yeah<BR><BR>These niggas ain't fuckin' with me<BR>These niggas can't fuck with me, if they was a baddie<BR>With a fatty, give a fuck about a bad bitch<BR><BR>I'll turn your favorite rapper, yeah, into ashes<BR><BR>Watch his body drop through my Balenciaga glasses<BR><BR>Don't talk about that bitch no more, if you don't see me with her, she past tense<BR>These niggas stopped flexin' on Instagram, where yo' racks went?<BR>Where yo' racks go?<BR>Oh, you spent it on hoes, money, drugs and clothes<BR><BR>I'm 'bout to make 300K this week, I got like, three shows<BR>And I get 100K each, and I keep a pound, huh, and a pint on me<BR><BR>And a couple rounds, yeah, bitch, I keep it lowkey<BR>I do the dash, uh-huh, all these niggas on E<BR>Off this ecstasy, yeah, bitch, I'm on E<BR><BR>Yeah, bitch, I'm in this bih' with Destroy Lonely<BR><BR>Bad bitch, she tryna put that huh-huh, on me<BR>Huh-huh, on me, huh-huh, on me<BR>Huh-huh, on me, huh-huh, on me (Yeah)<BR>Huh-huh, on me (Yeah), yeah-yeah (Yeah)[Chorus]<BR>Me and my bitch, we be off them drugs<BR>We match everything, yeah, 'cause we in love<BR>I fucked your bitch, huh, 'cause you a scrub<BR>And you not gang, you a lame, you a dub<BR><BR>I kicked that lil' bitch off my roster, huh-huh, I need a sub<BR>They stealin' my swag and they follow, yeah-yeah, these niggas suck<BR><BR>On a dark day-ay, I need ya'<BR>When we part ways, ayy, I need ya'<BR><BR>Ayy, yeah, I need you</p><BR><BR><BR><BR><blockquote>Produced By:MaxFlames & Lucian (Neilaworld)</blockquote>",",Rap,Cloud Rap,Rage,Hip-Hop,American Underground,Underground Hip-Hop,Atlanta Rap,Trap"
