Date,Title,Categories,Lyrics,Tag
Apr 13,Violin Lyrics – Iddharammayilatho (2013),Telugu Lyrics,Violin Lyrics<BR><BR><BR>kaatamanam vaseekara premaathura<BR>moraggara manohara<BR>chathura vidhura chora katudharagirl gundello chotistha<BR>premanche choopistha<BR>nee lokam motham nenavutha<BR>come vennello thodavutha<BR>varsham lo needavutha<BR>neekosam nenu theeyani paatavuthaeveryday every night every warm every right<BR>neethone nadavali antunde manasu<BR>sumarajaneekara soma vibudha<BR>madhura manohara naama<BR>naa vente nuvvunte naa sarvam nee vente<BR>ne anna anakunna neekantha thelusu<BR>aaa samarakalaavala bheema abhaya<BR>athura parakrama shooma<BR>raave gulaabi maalika<BR>vayasa vaccchesa neede ee baalikagirl gundello chotistha<BR>premanche choopistha<BR>nee lokam motham nenavutha<BR>come vennello thodavutha<BR>varsham lo needavutha<BR>neekosam nenu theeyani paatavuthaevery word every thought every mood every plot<BR>neethone saagali antunde vayasu<BR>aganitha shree gunasheela vinatha<BR>kathana kuthoohala vyaala<BR>addamla nee manasu premandam thelipindi<BR>kanuvinde chesindi oorinche sogasu<BR>mruduvachanamrutha lola rasika<BR>chiru darahasyavi lola<BR>preme nishalo oogisa<BR>kudire valape bagundi varasagirl youre like a crystal moon<BR>such a refreshing tune<BR>you got me singing every words<BR>come in to my galaxy<BR>come fly away with me<BR>our love is like the universe<BR><BR><BR><BR>lyrics:violin<BR>film:iddharammayilatho<BR>music:devi sri prasad<BR>lyricist:vishwa,"Violin Lyrics,Iddharammayilatho 2013 lyrics,Iddharammayilatho film lyrics,Iddharammayilatho lyrics,Iddharammayilatho movie lyrics,Iddharammayilatho songs,Vishwa song lyrics,violin,iddharammayilatho,devi sri prasad,vishwa"
Apr 12,Subhalekha Rasukunna Lyrics – Naayak (2013),Telugu Lyrics,Subhalekha Rasukunna Lyrics<BR><BR><BR>chaitramaasamochenemo chitramaina premaki<BR>koyilamma koosenemo gontunichi kommaki<BR>mattugali veechenemo maayadari choopuki<BR>mallemabbulaadenemo baala neelaveniki<BR>mechi mechi choodasage guche kannulu<BR>guchi guchi kougilinche nache vannelu<BR>anthele kadhanthele adanthel<BR>subhalekha andukunna kalayo nijamo<BR>subhalekha raasukunna yedalo epudopushyami poovula pooja chestaa buggana chukkala<BR>ottidi valapula gandhamistaa pakkalalo<BR>subha lekha andukunna kalayo nijamo<BR>subhalekha raasukunna yedalo epudo<BR>hamsalekha pampaleka himsapadda premaki<BR>premalekha raasukunna pedavi raani mataku<BR>radha laaga moogaboya ponna chettu needalo<BR>vesavalle vechi unna vegu poola thotalo<BR>vaalu choopu mosukoche enno varthalu<BR>vollo daati vellasage enno vanchalu<BR>anthele kadhanthele adanthele<BR>subhalekha raasukunna yedalo epudo<BR>adi neeku pampukunna apude kalalo<BR>sarada mallela poola jalle vennela navvulalo<BR>sravana sandhyanu rangaristha kannulatho<BR>subhalekha raasukunna yedalo epudo<BR>subhalekha andukunna kalayo nijamo<BR><BR><BR><BR>lyrics:subhalekha rasukunna<BR>film:naayak<BR>music:ss thaman<BR>lyricist:veturi sundararama murthy,"Subhalekha Rasukunna Lyrics,Naayak 2013 lyrics,Naayak film lyrics,Naayak lyrics,Naayak movie lyrics,Naayak songs,Veturi Sundararama Murthy song lyrics,subhalekha rasukunna,naayak,ss thaman,veturi sundararama murthy"
Apr 11,Kunkuma Poola Lyrics – Devi (1999),Telugu Lyrics,Kunkuma Poola Lyrics<BR><BR><BR>naa manasuloni maraalee<BR>mallela chirugaalee<BR>naa prema neeku nivvaalee<BR>nuvve nuvve kaavaaleesankamuloodina premake<BR>chesaa madi nivvaalee<BR>ankelakandani aasale<BR>daachaa raa vihareenaa valapu neeku sumalee<BR>yavvana vanamaalee<BR>ee chandrakaanta chakoree<BR>gundelloki cheraaleekunkuma poola totalo<BR>kulike o kumaaree<BR>sankamuloodina premake<BR>chesaa madi nivvaaleemanchu konda anchu meeda nunchi<BR>vacchu mabbula sandesam<BR>ee taamara moggaki tappadu<BR>annadi kaamuni saahavaasam<BR>hamsa rekka pakka aadi taalamesi<BR>palikenu aahvaanam<BR>ee acchata mucchata icchata teeraga<BR>hecchenu hemantampriyamagu priyuraalaa<BR>champaku virahaalaa<BR>virisina paruvaalaa<BR>pilichenu madhubaalaaoogee oogee rege andaale<BR>virise poo bandhaale<BR>madhuram madhuram saage saraagam<BR>manasaa vaachaakunkuma poola totalo<BR>kulike o kumaaree<BR>sankamuloodina premake<BR>chesaa madi nivvaaleeaksharaala neeku icchi puchukunna<BR>vecchani taamboolam<BR>adi mudduga maaree<BR>buggana cherina pushyami nakshatram<BR>ekku petti unna panchadaara villu<BR>chesindi ee gaayam<BR>adi gucchaka pote<BR>vacchina vayasuku teeradu momaatamnilichaa ninu koree<BR>rasamaya rahadaaree<BR>subhame sukumaaree<BR>sogasuki prati saareemadilo yedalo odilo nuvvele<BR>ponge aanandaale<BR>ningee nelaa yele raagaale<BR>neevoo nenaisankamuloodina premake<BR>chesaa madi nivvaalee<BR>kunkuma poola totalo<BR>kulike o kumaareenaa valapu neeku sumalee<BR>yavvana vanamaalee<BR>naa prema neeku nivvaalee<BR>nuvve nuvve kaavaalee<BR><BR><BR><BR>lyrics:kunkuma poola<BR>film:devi<BR>music:devi sri prasad<BR>lyricist:jonnavithula ramalingeswara rao,"Kunkuma Poola Lyrics,Devi 1999 lyrics,Devi film lyrics,Devi lyrics,Devi movie lyrics,Devi songs,Jonnavithula Ramalingeswara Rao song lyrics,kunkuma poola,devi,devi sri prasad,jonnavithula ramalingeswara rao"
Apr 10,Edo Laga Undi Lyrics – Kshanam (2016),Telugu Lyrics,Edo Laga Undi Lyrics<BR><BR><BR>kopam neekoddammaa<BR>navvese o bommaa<BR>naa chuupe nee kosam<BR>edure chuustondammaa<BR>nee kallollo andam<BR>gundello aanandam<BR>gaalullone tele<BR>alalaa vastondammaa<BR>enduko emito<BR>ee maimarapu deniko<BR>intalaa vintagaa<BR>emaipotondo<BR>kontegaa chilipigaa<BR>daagudumootalu elano<BR>niidalaa nadichi<BR>todugaa nilichi<BR>nee venake nenunnaa<BR>nuvve naa<BR>priya naalo sagam<BR>pratii kshanam<BR>nuvve naa<BR>priya neede kadaa<BR>naa jeevitamedo laagaa undee<BR>nee chuupe korindee<BR>manase aaganandee<BR>ninu chuustene priyaa<BR>preme anipistondi<BR>oohallo munchestondee<BR>gundello ee mounaraagam paadestone nene<BR>cheliyaa cheliyaa cheliyaa cheliyaa<BR>cheliyaa cheliyaa cheliyaa cheliyaa<BR>cheliyaa cheliyaa cheliyaa cheliyaa<BR>cheliyaa cheliyaa cheliyaa cheliyaa<BR><BR><BR><BR>lyrics:edo laga undi<BR>film:kshanam<BR>music:sricharan pakala<BR>lyricist:sirasri,"Edo Laga Undi Lyrics,Kshanam 2016 lyrics,Kshanam film lyrics,Kshanam lyrics,Kshanam movie lyrics,Kshanam songs,Sirasri song lyrics,edo laga undi,kshanam,sricharan pakala,sirasri"
Apr 9,O Kanne Poova Lyrics – Abbaigaru (1993),Telugu Lyrics,O Kanne Poova Lyrics<BR><BR><BR>tapana thana mana ghana anagaa<BR>madhana dhana dhana adhe panigaa<BR>penavesuko<BR>penavesuko thona teesuko<BR>chilakaadani cheekatilo oo kanne poova kaatesi pona<BR>naa thene buvva bhonchesi poraashiva shiva yentamma<BR>naalo intha kuvva kuvva<BR>hara hara andalakendukintha pera perakanula nidura karuvai<BR>adi pagati kalala paramai<BR>paruvamemo baruvai<BR>adi maruvaleni daruvaiyellakilla paddadamma yennela billa<BR>thella cheera nallaboye poddutikalla<BR>tholi choopulo<BR>tholi choopulo chali kaachuko<BR>pulakinthala punnami ve lao kanne poova kaatesi pona<BR>naa thene buvva bhonchesi poraachima chima cheeramma<BR>kuttasaage priyathama<BR>yama yama yaadundi<BR>neelo intha ghuma ghuma<BR>manasu masaka masakai<BR>tholi vayasunadige kasikai<BR>valapu chilipi pilupai<BR>chevi korikenipude chelikaigu gu gu gu gu gu gu gu<BR>guvvala chenna<BR>uttu kotti pettu naaku yavvana venna<BR>nadumanduko<BR>nadumanduko nadathanduko<BR>nadi rethiri navvina ve lao kanne poova kaatesi pona<BR>naa thene buvva bhonchesi poraa<BR><BR><BR><BR>lyrics:o kanne poova<BR>film:abbaigaru<BR>music:m m keeravani<BR>lyricist:veturi sundararama murthy,"O Kanne Poova Lyrics,Abbaigaru 1993 lyrics,Abbaigaru film lyrics,Abbaigaru lyrics,Abbaigaru movie lyrics,Abbaigaru songs,Veturi Sundararama Murthy song lyrics,o kanne poova,abbaigaru,m m keeravani,veturi sundararama murthy"
Apr 8,Venky Mama Lyrics – Venky Mama (2019),Telugu Lyrics,Venky Mama Lyrics<BR><BR><BR>manasunna mahimunna<BR>manikyambika<BR>challani thalli thodugaa<BR>nuvvu panchave dhayaamaccherugani menamaama<BR>melujaathi rathnam<BR>aa maamaku alludante<BR>anthuleni praanamirugu dhisthi porugu dhisti<BR>thiyyavamma siri godaari<BR>ey paadukallu padakunda<BR>veelliddharu kalisundaalimama mama mama<BR>ne palikina tholi padhamaa<BR>naake dhorikina varamaa<BR>naakai nilichina balamaanee kaali adugullo vundhi<BR>naa gudi<BR>nee noti palukullo vundhi<BR>naa badi<BR>puduthoone nee vodilo<BR>papanai padi<BR>nee perai mogindhi<BR>gunde savvadiammaina nannaina nuvvele<BR>venky mama<BR>naa dhyryam naa sainyam<BR>nuvvele venky mamanee bhujamekki chusina lokam<BR>naakentho andhamainadhi<BR>nee jatha nadhichii gadipina kaalam<BR>gelipinche paatamainadhi<BR>naa paadham ey punyam<BR>chesukunnadho<BR>nee vecchani gundelapai<BR>aadukunnadhi<BR>nee raktham panchukunna<BR>janma hakkutho<BR>naalo prathi gunamu<BR>nee polikainadhiammaina nannaina nuvvele<BR>venky mama<BR>naa dhyryam naa sainyam<BR>nuvvele venky mamaoh seethakka geethakka<BR>maalacchakka mangakka<BR>chudande ee pakka<BR>evarochharo enchakka<BR>hey vullasam vutsaham<BR>jodi katti bandekka<BR>mama allullu vacchaare<BR>jaathara gaale vedekkaitta kalisi vasthe<BR>pakka pakka nadichi vasthe<BR>reppaleyadaminkna<BR>rendu kallu marichipovale<BR>veellechotunna inthe<BR>raccha raccho rangula santha<BR>manchi eggottesi dhigaarante<BR>pamba regaaleeseethakka geethakka<BR>hey addhirabanna<BR>iddharikiddharu<BR>hema hemi bullolle<BR>vooru vada horetthinche<BR>saradhaa gaalle sinnollevarsakemo veellu<BR>maama allulle<BR>vayasu theda theesesthe<BR>pakka allari pillollevenky mama<BR>venky mama<BR><BR><BR><BR>lyrics:venky mama<BR>film:venky mama<BR>music:ss thaman<BR>lyricist:ramajogayya sastry,"Venky Mama Lyrics,Ramajogayya Sastry Song lyrics,Venky Mama 2019 lyrics,Venky Mama film lyrics,Venky Mama lyrics,Venky Mama movie lyrics,Venky Mama songs,venky mama,venky mama,ss thaman,ramajogayya sastry"
Apr 7,Oo Baava Lyrics – Prathi Roju Pandage (2020),Telugu Lyrics,Oo Baava Lyrics<BR><BR><BR>he is so cool<BR>he is so cutefake anipinche typasalu kaadhu<BR>break up cheppe veelasalu ledhu<BR>he is so hot<BR>he is so cuteyemi takkuvanta chudu<BR>tippu taapu gunnadu<BR>tikkutaakulona chusi fattayyadu<BR>wanna see you antu<BR>seven seas dhativachadu<BR>land ayyiavvagane<BR>band yenta thechinadu<BR>nee hand ivvamantu<BR>knees bend chesi<BR>will you marry me<BR>annadu du du duooo bava<BR>maaakkani sakkaga susthavaa<BR>ooo bava<BR>eesukkani pelladesthavaa<BR>ooo bava<BR>maaakkani sakkaga susthavaa<BR>oo baava<BR>sindhuram nuvu pedatavaamacho man<BR>maa bava<BR>pechile<BR>maanevaa<BR>cutoute<BR>chustune<BR>cuttinge<BR>isthaavaa<BR>handsomme maa bava<BR>nee somme<BR>adigaada<BR>thane chethulu<BR>chaposthe<BR>theega cheepai<BR>poyadaaooo baavaooo baavalove you<BR>antu venta padaledhu<BR>dating<BR>anna maatasale radhuuhe is so cool<BR>he is so cutenidhure podu<BR>yemi thinadu<BR>nuve kavalantaadu<BR>ninne chusi<BR>prathirojuni<BR>shubhamuga<BR>prarambhistaduthine pappulona<BR>beeru kaluputhadu<BR>thana pappulona<BR>ninnu vethukutadu<BR>ne pere palike<BR>ninne thalachene<BR>akka namme<BR>athane gemmemacho man<BR>maa bava<BR>pechile<BR>maanevaa<BR>cutoute<BR>chustune<BR>cuttinge<BR>isthaavaa<BR>handsomme maa bava<BR>nee somme<BR>adigaada<BR>thane chethulu<BR>chaposthe<BR>theega cheepai<BR>poyadaaooo baava<BR>maa akkani sakkaga susthavaa<BR>ooo baava<BR>ee sukkani pelliadestava<BR>ooo baava<BR>maa akkani sakkaga susthavaa<BR>oo baava<BR>sindhuram nuvu pedatavaa<BR><BR><BR><BR>lyrics:oo baava<BR>film:prathi roju pandage<BR>music:ss thaman<BR>lyricist:kk radha krishna,"Oo Baava Lyrics,kk radha krishna song lyrics,Prathi Roju Pandage 2020 lyrics,Prathi Roju Pandage film lyrics,Prathi Roju Pandage lyrics,Prathi Roju Pandage movie lyrics,Prathi Roju Pandage songs,oo baava,prathi roju pandage,ss thaman,kk radha krishna"
Apr 6,Achcham Telugandham Lyrics – Spyder (2017),Telugu Lyrics,Achcham Telugandham Lyrics<BR><BR><BR>phone lo lovely ga<BR>manasuni kadhipina pillenaa<BR>choosthe verala endukundhi<BR>asalu idhi thaanenashe is miss mysterious<BR>kaani bloody gorgeous<BR>ababa obscurious<BR>neno confucius (x2)ushnam entha unte<BR>thermometer thermometer cheptundi<BR>siaram height entho<BR>altimeter altimeter chebutundi<BR>sandhram lothentho<BR>fathometer fathometer chebutundi<BR>ammai gundello matter cheppe<BR>meter kanipettaledheshe is miss mysterious<BR>kaani bloody gorgeous<BR>ababa obscurious<BR>neno confucius (x2)neeli kalalu kane<BR>tholi tholi alajadi eemena<BR>malli udayamlo padi padi<BR>poojalu chesena<BR>ponge paruvamtho baruvuga<BR>atu itu thoogenaa<BR>ayina chaduvulo medhaduku<BR>padhunuga saagenaaoka roopam renduga<BR>migilindho prashnga<BR>gamanisthu vinthaga<BR>thanu nenayyanugaashe is miss mysterious<BR>kaani bloody gorgeous<BR>ababa obscurious<BR>neno confucius<BR><BR><BR><BR>lyrics:achcham telugandham<BR>film:spyder<BR>music:harris jayaraj<BR>lyricist:ramajogayya sastry,"Achcham Telugandham Lyrics,Ramajogayya Sastry Song lyrics,Spyder 2017 lyrics,Spyder film lyrics,Spyder lyrics,Spyder movie lyrics,Spyder songs,achcham telugandham,spyder,harris jayaraj,ramajogayya sastry"
Apr 5,Emi Sodhara Lyrics – Tholi Prema (1998),Telugu Lyrics,Emi Sodhara Lyrics<BR><BR><BR>kallu teruchukunte kalalaaye<BR>avi moosukunte yeda vinadaaye<BR>sari kottha oopu vachchi<BR>manasu nilavadaayetaaru roadey star hotelaaye<BR>manchineelle voldu maku rammaaye<BR>caru headdu lightse konte choopulaaye<BR>poovve navvai hoyalolikinchestunte<BR>gunde guvvai arey doosuku pothunte<BR>hey life anta kaipele sodaraaclassu booksu yema boraaye<BR>new thoughts day and night vidavaaye<BR>nimushaalu yugamulai niddara karuvaaye<BR>close friends kanapadaraaye<BR>parents maata vinapadadaaye<BR>pachchanotlu kooda paper boatlaipoyayeemautundo kanugonte oka vinthaa<BR>kaalam chaache kaugitlo giligintha<BR>ho do you know what is it nestamaaemi sodaraa manasuki emayindiraa<BR>vollu thomalaa powder pooyalaa<BR>arey inthalone entha dangeraipoyeraa<BR><BR><BR><BR>lyrics:emi sodhara<BR>film:tholi prema<BR>music:deva<BR>lyricist:sirivennela seetharama sastry,"Emi Sodhara Lyrics,Sirivennela Seetharama Sastry song lyrics,Tholi Prema 1998 lyrics,Tholi Prema film lyrics,Tholi Prema lyrics,Tholi Prema movie lyrics,Tholi Prema songs,emi sodhara,tholi prema,deva,sirivennela seetharama sastry"
Apr 4,Addhira Banna Lyrics – Soggade Chinni Nayana (2016),Telugu Lyrics,Addhira Banna Lyrics<BR><BR><BR>korameesa kattu arey thella panccha kattu<BR>veedi choope kanikattu<BR>pilla padakapothe vottuadhira banna<BR>adhira banna bangaru raja<BR>soggadukela thaggadulela<BR>kannepillala surru sunnera<BR>konte chestala dhummu dhummeraarey paapalunna ellu<BR>arey neekavi adhe-illu<BR>ninu meche vaakillu<BR>raa rammannavi velluadhira banna kottu kottu<BR>pidikili bigabatti kottu<BR>padithe eka levanattu<BR>malleppudu puttanattu<BR>yendarunna chuttu<BR>nimisham lo padagottu<BR>paivaade neejattu<BR>ninu thaakaleru vottuadhira banna<BR><BR><BR><BR>lyrics:addhira banna<BR>film:soggade chinni nayana<BR>music:anup rubens<BR>lyricist:bharadwaj,"Addhira Banna Lyrics,Bharadwaj song lyrics,Soggade Chinni Nayana 2016 lyrics,Soggade Chinni Nayana film lyrics,Soggade Chinni Nayana lyrics,Soggade Chinni Nayana movie lyrics,Soggade Chinni Nayana songs,addhira banna,soggade chinni nayana,anup rubens,bharadwaj"
